person_id,mnis_id,given_name,family_name,display_name,seat_type_id,seat_type_name,seat_incumbency_id,seat_incumbency_start_date,seat_incumbency_end_date
https://id.parliament.uk/qUOOtU6W,3431,John,Baring,Lord Ashburton,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/dAX7QswP,1991-06-12,1999-11-11
https://id.parliament.uk/BwzwezkO,3229,John,Baring,Lord Revelstoke,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/FxisSBX0,1994-07-18,1999-11-11
https://id.parliament.uk/L49vm3zv,2266,Francis,Baring,Lord Northbrook,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/yKBA7lww,1947-12-15,1990-12-04
https://id.parliament.uk/cjm2CwE0,3191,Francis,Baring,Lord Northbrook,https://id.parliament.uk/bwwbTUiG,Excepted Hereditary,https://id.parliament.uk/1PkILVTa,1999-11-11,
https://id.parliament.uk/ONVAyU8a,2295,Patrick,Barington,Viscount Barrington,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/KsQ5hBRC,1960-10-04,1990-04-06
https://id.parliament.uk/c2Q5Jyop,1820,Jean,Barker,Baroness Trumpington,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/CEH6cITN,1980-02-04,2017-10-24
https://id.parliament.uk/PjzpuRIV,1389,Gregory,Barker,Lord Barker of Battle,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/YGFOjoSq,2015-10-12,
https://id.parliament.uk/d6gOWXfN,2501,Elizabeth,Barker,Baroness Barker,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/Ia3RlFIK,1999-07-31,
https://id.parliament.uk/tx3nKBQi,3587,Timothy,Barnes,Lord Gorell,https://id.parliament.uk/ptAYHfdF,Hereditary,https://id.parliament.uk/oTvVCLth,1963-05-02,1999-11-11
https://id.parliament.uk/XmUF38l1,1018,Joel,Barnett,Lord Barnett,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/wzkXLTzQ,1983-09-30,2014-11-01
https://id.parliament.uk/DLi63usf,2272,Cyril,Barnett,The Lord Salmon,https://id.parliament.uk/41HxAgWT,Life Peer (judicial),https://id.parliament.uk/FVGh29Dp,1972-01-10,1991-11-07
https://id.parliament.uk/s8vARVLK,4703,Diana,Barran,Baroness Barran,https://id.parliament.uk/WubjEXF0,Life Peer,https://id.parliament.uk/b76U10BY,2018-06-21,
https://id.parliament.uk/kq8vvmJv,2842,Simon,Barrington-Ward,The Lord Bishop of Coventry,https://id.parliament.uk/SS57lwSM,Bishops,https://id.parliament.uk/5kMJuVzA,1991-07-02,1997-10-01
